,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
1789,anetv_prqwtY9cn6s,14336,A young man sits a piano locate on a sidewalk. the man,a girl came and sat [MASK] the seat next to him .,a girl came and sat ,gold,on the seat next to him .,to the seat next to him .,of the seat next to him .,in the seat next to him .,0
1790,anetv_Likt_9dbMqE,17818,The crowd claps for the players. They,each other for a long time ... they got attracted [MASK] each other and in the midst of that they kissed,each other for a long time ... they got attracted ,gold,for each other and in the midst of that they kissed,in each other and in the midst of that they kissed,of each other and in the midst of that they kissed,to each other and in the midst of that they kissed,3
1791,anetv_Likt_9dbMqE,17817,People are playing soccer on a field. People,"after returning home , michael flash backed what he did [MASK] the bus .","after returning home , michael flash backed what he did ",gen,to the bus .,of the bus .,on the bus .,in the bus .,2
1792,anetv_Likt_9dbMqE,17817,People are playing soccer on a field. People,so good due to all this year i have been [MASK] english academy to learn the language and now i am,so good due to all this year i have been ,gold,to english academy to learn the language and now i am,at english academy to learn the language and now i am,of english academy to learn the language and now i am,in english academy to learn the language and now i am,1
1793,anetv_Likt_9dbMqE,17817,People are playing soccer on a field. People,home they heard a journalist commenting what incident have happened [MASK] the park .,home they heard a journalist commenting what incident have happened ,gen,of the park .,to the park .,in the park .,for the park .,2
1794,anetv_0LebHO3TvzE,3543,Two people are seen sitting on shore while sitting in kayaks. One person,what i disagree [MASK] this video is because he is generalizing too much .,what i disagree ,gold,in this video is because he is generalizing too much .,with this video is because he is generalizing too much .,to this video is because he is generalizing too much .,of this video is because he is generalizing too much .,1
1795,lsmdc3023_DISTRICT_9-10796,10829,The alien blocks someone from approaching the shack. He,i believe the old values should have been taught [MASK] children in schools .,i believe the old values should have been taught ,gold,of children in schools .,for children in schools .,to children in schools .,in children in schools .,2
1796,anetv__6fbXk6y8X0,5181,We pass a person on the beach. The rider,i am [MASK] the first type of people .,i am ,gold,of the first type of people .,in the first type of people .,to the first type of people .,among the first type of people .,3
1797,anetv__6fbXk6y8X0,5182,The rider falls in the water. Water splashes and,"after that , we can go [MASK] cafe and take some good coffee .","after that , we can go ",gold,to cafe and take some good coffee .,in cafe and take some good coffee .,for cafe and take some good coffee .,of cafe and take some good coffee .,0
1798,anetv__6fbXk6y8X0,5180,We see a man kite surfing. We,", people often have the chance to attend free concerts [MASK] italian singers and some foreign artists .",", people often have the chance to attend free concerts ",gen,by italian singers and some foreign artists .,of italian singers and some foreign artists .,to italian singers and some foreign artists .,in italian singers and some foreign artists .,0
1799,anetv__6fbXk6y8X0,5183,Water splashes and covers the camera lens. The person,a privacy alley he sees a shadow which gradually comes [MASK] him .,a privacy alley he sees a shadow which gradually comes ,gen,to him .,towards him .,in him .,of him .,1
1800,anetv__6fbXk6y8X0,5184,The person is riding in the other direction. We,he sees a shadow [MASK] of the house and follows it until it stands at,he sees a shadow ,gold,outside of the house and follows it until it stands at,to of the house and follows it until it stands at,of of the house and follows it until it stands at,in of the house and follows it until it stands at,0
1801,anetv__6fbXk6y8X0,5183,Water splashes and covers the camera lens. The person,"pen and a piece of paper and wrote an answer [MASK] jason , as fast as she could because the postman",pen and a piece of paper and wrote an answer ,gold,"of jason , as fast as she could because the postman","to jason , as fast as she could because the postman","in jason , as fast as she could because the postman","for jason , as fast as she could because the postman",1
1802,anetv__6fbXk6y8X0,5180,We see a man kite surfing. We,"happy , she did n't kwen what could she write [MASK] her lover , she noticed that he was alive so","happy , she did n't kwen what could she write ",gold,"of her lover , she noticed that he was alive so","for her lover , she noticed that he was alive so","in her lover , she noticed that he was alive so","to her lover , she noticed that he was alive so",3
1803,anetv__6fbXk6y8X0,5180,We see a man kite surfing. We,"as might have been expected , a main city [MASK] pamplona is well equipped to deal with a large number","as might have been expected , a main city ",gen,to pamplona is well equipped to deal with a large number,like pamplona is well equipped to deal with a large number,in pamplona is well equipped to deal with a large number,of pamplona is well equipped to deal with a large number,1
1804,anetv_wiflxvRl04M,14142,A woman is seen walking into frame and nodding at the camera that leads into her pouring mouthwash out and into her mouth. She,parks have space for 2000 automobiles and are conveniently located [MASK] the centre with easy access and cheap rates .,parks have space for 2000 automobiles and are conveniently located ,gold,for the centre with easy access and cheap rates .,to the centre with easy access and cheap rates .,of the centre with easy access and cheap rates .,in the centre with easy access and cheap rates .,3
1805,anetv_xUKQWr2aLTU,15749,They start the race and go through ramps and bumps. The bikers,"really cheerful and hardworking , and i have good marks [MASK] sport .","really cheerful and hardworking , and i have good marks ",gold,in sport .,of sport .,to sport .,for sport .,3
1806,anetv_xUKQWr2aLTU,15748,The bikers get ready to begin their race. They,i link a page [MASK] my school magazine where you can find my cv .,i link a page ,gold,to my school magazine where you can find my cv .,for my school magazine where you can find my cv .,of my school magazine where you can find my cv .,in my school magazine where you can find my cv .,3
1807,anetv_xUKQWr2aLTU,15747,There's a man drawing a white starting line on the ground for the race. The bikers,"on the one hand , public transport is well known [MASK] their large amount of benefices like less pollution and more","on the one hand , public transport is well known ",gold,for their large amount of benefices like less pollution and more,in their large amount of benefices like less pollution and more,to their large amount of benefices like less pollution and more,of their large amount of benefices like less pollution and more,0
1808,anetv_xUKQWr2aLTU,15746,The video is about Bristol bmx Club holding a biking event. There,"way to avoid traffic jams , saving time and stress [MASK] sad drivers during commutations .","way to avoid traffic jams , saving time and stress ",gold,of sad drivers during commutations .,for sad drivers during commutations .,in sad drivers during commutations .,to sad drivers during commutations .,1
1809,anetv_xUKQWr2aLTU,15750,The bikers are from various age groups ranging from teenagers to adults. The races,the car going to park home after take your children [MASK] school .,the car going to park home after take your children ,gold,to school .,in school .,of school .,for school .,0
1810,anetv_QBlveXzAZsY,978,Several bikes are in a shop lined up. We,i was born [MASK] july 25th 2003 .,i was born ,gold,in july 25th 2003 .,to july 25th 2003 .,of july 25th 2003 .,on july 25th 2003 .,3
1811,anetv_QBlveXzAZsY,979,"We see people looking at the bikes, and a large box containing one. A man opens the box and removes the bike, He","will never talk whether they do bad or good and [MASK] the end of the day , they will not care",will never talk whether they do bad or good and ,gold,"at the end of the day , they will not care","to the end of the day , they will not care","of the end of the day , they will not care","in the end of the day , they will not care",0
1812,lsmdc0019_Pulp_Fiction-57035,11469,"Someone circles the car examining it. People stand aside, their clothes are literally a bloody mess, but they",good if you start from trento and his new museum [MASK] nature called muse .,good if you start from trento and his new museum ,gold,for nature called muse .,of nature called muse .,in nature called muse .,to nature called muse .,1
1813,lsmdc0019_Pulp_Fiction-57035,11468,The interior of the car has been cleaned and lined with bedspreads and quilts. Someone,tourin where you can find a huge and beautiful museum [MASK] ancient egypt .,tourin where you can find a huge and beautiful museum ,gold,in ancient egypt .,for ancient egypt .,to ancient egypt .,of ancient egypt .,3
1814,anetv__CYdiU1sMwc,11712,A man is using a leaf blower to blow the leaves off the grass. A car,of jesus christ called  il cristo velato  made [MASK] marble and then you must visit the centre of the,of jesus christ called  il cristo velato  made ,gold,to marble and then you must visit the centre of the,in marble and then you must visit the centre of the,for marble and then you must visit the centre of the,of marble and then you must visit the centre of the,3
1815,anetv__CYdiU1sMwc,11713,He continues to blow the leaves mindlessly. The leaves,excellent reputation could easily obtain the fulfillment and keep passion [MASK] job for a long time .,excellent reputation could easily obtain the fulfillment and keep passion ,gold,for job for a long time .,in job for a long time .,of job for a long time .,to job for a long time .,0
1816,anetv_FrDKwP9XaOo,9046,The males are being pulled to the left. The males,"expenditure of food , drinks and commodities need the support [MASK] the steady income .","expenditure of food , drinks and commodities need the support ",gold,for the steady income .,to the steady income .,in the steady income .,of the steady income .,3
1817,anetv_FrDKwP9XaOo,9044,Males pull a rope in a tag of war match. The males,karate gave me a new purpose [MASK] life .,karate gave me a new purpose ,gen,to life .,in life .,of life .,for life .,1
1818,anetv_FrDKwP9XaOo,9044,Males pull a rope in a tag of war match. The males,there are certain procedures [MASK] the beginning of a class which encourages you to empty,there are certain procedures ,gold,in the beginning of a class which encourages you to empty,to the beginning of a class which encourages you to empty,of the beginning of a class which encourages you to empty,at the beginning of a class which encourages you to empty,3
1819,anetv_FrDKwP9XaOo,9045,The males take steps to the right. The males,i 'm writing to apply [MASK] one of yours advertisement publised in the local newspaper last,i 'm writing to apply ,gen,for one of yours advertisement publised in the local newspaper last,of one of yours advertisement publised in the local newspaper last,in one of yours advertisement publised in the local newspaper last,to one of yours advertisement publised in the local newspaper last,3
1820,anetv_FrDKwP9XaOo,9045,The males take steps to the right. The males,teacher i am sure that i could have any difficulty [MASK] organising sports and inventing a wide range of activities in,teacher i am sure that i could have any difficulty ,gold,of organising sports and inventing a wide range of activities in,with organising sports and inventing a wide range of activities in,to organising sports and inventing a wide range of activities in,in organising sports and inventing a wide range of activities in,1
1821,anetv_szl1InYab_k,17979,A guy sits the couch on card boards that is spread on the floor while he spray the hole couch with red paint spray. He starts with the side then he,in mind to improve my english through my work and [MASK] this way be able to teach the children some basic,in mind to improve my english through my work and ,gold,in this way be able to teach the children some basic,of this way be able to teach the children some basic,to this way be able to teach the children some basic,for this way be able to teach the children some basic,0
1822,anetv_szl1InYab_k,17980,He starts with the side then he goes across the bottom to the other side on the couch. the guy then,way be able to teach the children some basic skill [MASK] this universal language .,way be able to teach the children some basic skill ,gen,to this universal language .,of this universal language .,in this universal language .,for this universal language .,2
1823,anetv_szl1InYab_k,17981,The guy then left the head rest part of the couch and spray on top and in between. finally he use a blow dry to help the paint dry and then he,would be grateful if you would send me more information [MASK] this work and you can get in touch with my,would be grateful if you would send me more information ,gold,of this work and you can get in touch with my,to this work and you can get in touch with my,in this work and you can get in touch with my,about this work and you can get in touch with my,3
1824,anetv_szl1InYab_k,17978,A person is showing you how to paint you couch to a color that you want. A guy,i suggest going to the most famous local or places [MASK] the city .,i suggest going to the most famous local or places ,gold,of the city .,to the city .,in the city .,for the city .,2
1825,anetv_szl1InYab_k,15439,A sofa sits in a room. A man spray,was more expensive than i expected as it was announced [MASK] your web .,was more expensive than i expected as it was announced ,gen,on your web .,to your web .,in your web .,of your web .,0
1826,anetv_5vm6bjMeEN8,18558,People are working out in a room stepping on a step stools. A man in a white shirt,"i live here with my wonderful family based [MASK] my mum aylin , my dad tom , my two",i live here with my wonderful family based ,gold,"of my mum aylin , my dad tom , my two","to my mum aylin , my dad tom , my two","in my mum aylin , my dad tom , my two","for my mum aylin , my dad tom , my two",0
1827,anetv_5vm6bjMeEN8,18559,A man in a white shirt is leading the group. He then,right now i 'm actually [MASK] a riding course every sunday .,right now i 'm actually ,gold,on a riding course every sunday .,in a riding course every sunday .,to a riding course every sunday .,of a riding course every sunday .,0
1828,lsmdc3053_PARENTAL_GUIDANCE-25526,6359,"Someone looks down, then hugs his wife. Now an aerial view",", people are encouraged to collect rain water to use [MASK] these activities .",", people are encouraged to collect rain water to use ",gold,for these activities .,to these activities .,in these activities .,of these activities .,0
1829,anetv_J6T9pokWX1E,19271,"A woman is talking and in between there are clips playing of groomers grooming dogs, customers, dogs walking in the store, products and dogs walking in the store. The same clip of the exterior of the building that was shown in the beginning,",hard sport activity because when you was approximately 1 hour [MASK] your bike you 'll probably feel taired .,hard sport activity because when you was approximately 1 hour ,gen,in your bike you 'll probably feel taired .,of your bike you 'll probably feel taired .,on your bike you 'll probably feel taired .,to your bike you 'll probably feel taired .,2
1830,anetv_J6T9pokWX1E,19270,"The exterior of a business is shown and the blue and white sign on it say's boronia dog grooming & pet supplies with a picture of a dog in water and covered with suds and paw prints on the sides of it, and the word dog grooming is along the front facing of the ledge that sticks out. A woman is talking and in between there",weight this type of sport is perfect because it belong [MASK] the aerobic exercises to burn the calories that we get,weight this type of sport is perfect because it belong ,gold,in the aerobic exercises to burn the calories that we get,of the aerobic exercises to burn the calories that we get,for the aerobic exercises to burn the calories that we get,to the aerobic exercises to burn the calories that we get,3
1831,anetv_fd7VuzALBCM,17415,Man is walking to a van and is holding a foam head. the man,that we get eating fast food whereas it is suitable [MASK] people that only just doing exercise to entertainment .,that we get eating fast food whereas it is suitable ,gen,of people that only just doing exercise to entertainment .,in people that only just doing exercise to entertainment .,to people that only just doing exercise to entertainment .,for people that only just doing exercise to entertainment .,3
1832,anetv_fd7VuzALBCM,15345,"Then, the man extends the handle of the scraper to cleans the roof. After, the man",it is suitable to people that only just doing exercise [MASK] entertainment .,it is suitable to people that only just doing exercise ,gold,to entertainment .,in entertainment .,of entertainment .,for entertainment .,3
1833,anetv_fd7VuzALBCM,17417,The man extends the pole of the head and ake out the snow from the car roof. the man,"because they are so happy when they buy many clothes [MASK] sale , cheaper than in regular price .",because they are so happy when they buy many clothes ,gold,"to sale , cheaper than in regular price .","for sale , cheaper than in regular price .","in sale , cheaper than in regular price .","of sale , cheaper than in regular price .",2
1834,anetv_fd7VuzALBCM,17416,The man starts cleaning the window taking out the snow fom the car. the man,"when they buy many clothes on sale , cheaper than [MASK] regular price .","when they buy many clothes on sale , cheaper than ",gen,to regular price .,at regular price .,of regular price .,in regular price .,1
1835,anetv_fd7VuzALBCM,15344,"A man cleans the snow of a car using a scraper with a big and a small head. Then, the man","wasting my time too , so i usually do shopping [MASK] mondays , because after the weekend shops are always empty","wasting my time too , so i usually do shopping ",gold,"of mondays , because after the weekend shops are always empty","on mondays , because after the weekend shops are always empty","in mondays , because after the weekend shops are always empty","to mondays , because after the weekend shops are always empty",1
1836,anetv_fd7VuzALBCM,17417,The man extends the pole of the head and ake out the snow from the car roof. the man,job in a safe and comfortable italian hospital to move [MASK] a country that lives a civil war .,job in a safe and comfortable italian hospital to move ,gen,in a country that lives a civil war .,to a country that lives a civil war .,of a country that lives a civil war .,for a country that lives a civil war .,1
1837,anetv_fd7VuzALBCM,15343,A big chunk of snow is on the roof of a car. A man,some people go shopping to feel better [MASK] themselves .,some people go shopping to feel better ,gold,for themselves .,in themselves .,to themselves .,of themselves .,1
1838,anetv_fd7VuzALBCM,17415,Man is walking to a van and is holding a foam head. the man,i personally love to do shopping and spend my money [MASK] new clothes .,i personally love to do shopping and spend my money ,gen,in new clothes .,of new clothes .,to new clothes .,on new clothes .,3
1839,anetv_fd7VuzALBCM,17416,The man starts cleaning the window taking out the snow fom the car. the man,i heard about in my english class [MASK] my university .,i heard about in my english class ,gen,in my university .,of my university .,to my university .,at my university .,3
1840,anetv_fd7VuzALBCM,17415,Man is walking to a van and is holding a foam head. the man,"from my studies , last year i went a camp [MASK] my career where i was helping in the welcome for","from my studies , last year i went a camp ",gold,of my career where i was helping in the welcome for,in my career where i was helping in the welcome for,to my career where i was helping in the welcome for,for my career where i was helping in the welcome for,3
1841,lsmdc3018_CINDERELLA_MAN-8265,17670,Someone lands a right hook right and wallops him. Someone,take part in the camp was wonderful because i helped [MASK] planning the activities .,take part in the camp was wonderful because i helped ,gold,to planning the activities .,with planning the activities .,in planning the activities .,of planning the activities .,1
1842,lsmdc3018_CINDERELLA_MAN-8265,17669,Someone seethes his head and shoulders hunched forward. Someone,the kitchen i really enjoy made desserts and i was [MASK] a course of cook the last summer in fact i,the kitchen i really enjoy made desserts and i was ,gen,to a course of cook the last summer in fact i,on a course of cook the last summer in fact i,of a course of cook the last summer in fact i,in a course of cook the last summer in fact i,1
1843,lsmdc3018_CINDERELLA_MAN-8265,17665,He lifts his gaze to someone. Someone,still do n't have children and i am not studding [MASK] university in australia .,still do n't have children and i am not studding ,gen,at university in australia .,of university in australia .,to university in australia .,in university in australia .,0
1844,lsmdc3018_CINDERELLA_MAN-8265,17669,Someone seethes his head and shoulders hunched forward. Someone,"after a day of shopping , you can go [MASK] one of the many restaurants kortrijk has .","after a day of shopping , you can go ",gold,to one of the many restaurants kortrijk has .,of one of the many restaurants kortrijk has .,for one of the many restaurants kortrijk has .,in one of the many restaurants kortrijk has .,0
1845,lsmdc3018_CINDERELLA_MAN-8265,17664,"As someone stands, he leans over with his mitts propped on his knees. He",walk up to the mountain as well as the visit [MASK] a historic castle ) were not available .,walk up to the mountain as well as the visit ,gen,of a historic castle ) were not available .,for a historic castle ) were not available .,to a historic castle ) were not available .,in a historic castle ) were not available .,2
1846,lsmdc3018_CINDERELLA_MAN-8265,17667,"Ringside, the timekeeper raises his mallet. The fighters","future , capsules of your favourite foods will be available [MASK] the future in the mobile supermarkets , these capsules turn","future , capsules of your favourite foods will be available ",gold,"in the future in the mobile supermarkets , these capsules turn","to the future in the mobile supermarkets , these capsules turn","of the future in the mobile supermarkets , these capsules turn","for the future in the mobile supermarkets , these capsules turn",0
1847,lsmdc3018_CINDERELLA_MAN-8265,17666,Someone rubs his head and shakes his arms down. Someone,"i think that 's the only negatieve point [MASK] today 's television , because maybe there 's too much",i think that 's the only negatieve point ,gen,"to today 's television , because maybe there 's too much","in today 's television , because maybe there 's too much","of today 's television , because maybe there 's too much","about today 's television , because maybe there 's too much",3
1848,lsmdc3018_CINDERELLA_MAN-8265,17664,"As someone stands, he leans over with his mitts propped on his knees. He","that way , we can enjoy all that new technology [MASK] today , and all the enjoyable tv - programms !","that way , we can enjoy all that new technology ",gold,"for today , and all the enjoyable tv - programms !","to today , and all the enjoyable tv - programms !","of today , and all the enjoyable tv - programms !","in today , and all the enjoyable tv - programms !",2
1849,lsmdc3018_CINDERELLA_MAN-8265,17666,Someone rubs his head and shakes his arms down. Someone,"by the way , [MASK] that day everybodys were celebrating the day of the city","by the way , ",gold,of that day everybodys were celebrating the day of the city,in that day everybodys were celebrating the day of the city,to that day everybodys were celebrating the day of the city,on that day everybodys were celebrating the day of the city,3
1850,lsmdc3018_CINDERELLA_MAN-8265,17668,The fighters move to the center of the ring. Someone,i am writing in response to your advertisement [MASK] summer camps usa to work in different situations .,i am writing in response to your advertisement ,gold,to summer camps usa to work in different situations .,of summer camps usa to work in different situations .,for summer camps usa to work in different situations .,in summer camps usa to work in different situations .,2
1851,anetv_-cwPzzcNpGs,9377,The friends gathered around watching make challenges with the arm wrestlers after the match. The men,"have qualification in children , i am a teacher graduate [MASK] university carlos iii of madrid . i have experience in","have qualification in children , i am a teacher graduate ",gold,to university carlos iii of madrid . i have experience in,in university carlos iii of madrid . i have experience in,of university carlos iii of madrid . i have experience in,from university carlos iii of madrid . i have experience in,3
1852,anetv_-cwPzzcNpGs,9376,Two men sit together at a booth and compete in an arm wrestling match. The friends,"by university carlos iii of madrid . i have experience [MASK] adventure sports , i like the country and mountain .",by university carlos iii of madrid . i have experience ,gold,"to adventure sports , i like the country and mountain .","in adventure sports , i like the country and mountain .","for adventure sports , i like the country and mountain .","of adventure sports , i like the country and mountain .",3
1853,anetv_u-YaDbGZoPk,15248,A picture of a scrubber is shown followed by a man using the item on a set of windows. He then,"the other hand , maybe if we have a break [MASK] university the routine of working and studing every day could","the other hand , maybe if we have a break ",gold,before university the routine of working and studing every day could,of university the routine of working and studing every day could,in university the routine of working and studing every day could,to university the routine of working and studing every day could,0
1854,anetv_u-YaDbGZoPk,15248,A picture of a scrubber is shown followed by a man using the item on a set of windows. He then,we need apply for university in order to continue working [MASK] what we like .,we need apply for university in order to continue working ,gen,to what we like .,in what we like .,on what we like .,of what we like .,2
1855,anetv_B-60jGEds7M,10678,The big waves moves the boat up and down. A person,"personally , road safety can not be ensured [MASK] either former or later methods .","personally , road safety can not be ensured ",gold,to either former or later methods .,of either former or later methods .,in either former or later methods .,by either former or later methods .,3
1856,anetv_B-60jGEds7M,10677,A boat sails in the choppy waters of an ocean. The big waves,"traffic education is also an compulsory measure , especially [MASK] young generations as they cover majority of offences .","traffic education is also an compulsory measure , especially ",gold,in young generations as they cover majority of offences .,of young generations as they cover majority of offences .,for young generations as they cover majority of offences .,to young generations as they cover majority of offences .,2
1857,anetv_B-60jGEds7M,10678,The big waves moves the boat up and down. A person,we can get [MASK] a car whenever we want to go to places and,we can get ,gen,in a car whenever we want to go to places and,of a car whenever we want to go to places and,for a car whenever we want to go to places and,to a car whenever we want to go to places and,0
1858,anetv_xSpWBpHMxqY,8673,"A girl is riding in the back seat of a car, playing lipstick to a baby girl in a car seat. The girl",not to mention not everyone can afford keeping a car [MASK] their budget .,not to mention not everyone can afford keeping a car ,gold,to their budget .,of their budget .,on their budget .,in their budget .,2
1859,anetv_xSpWBpHMxqY,8674,"The girl takes the wand, trying to put it on her own lips. She",we have a hugeexperience [MASK] organising seminars and camps for families with disabled children .,we have a hugeexperience ,gold,to organising seminars and camps for families with disabled children .,of organising seminars and camps for families with disabled children .,in organising seminars and camps for families with disabled children .,for organising seminars and camps for families with disabled children .,1
1860,lsmdc3003_40_YEAR_OLD_VIRGIN-1186,2041,Someone takes out a ceramic dish full of condoms. He,the idea that newspapers will diminish [MASK] time due to people 's perspective toward surfing the internet,the idea that newspapers will diminish ,gold,to time due to people 's perspective toward surfing the internet,of time due to people 's perspective toward surfing the internet,in time due to people 's perspective toward surfing the internet,with time due to people 's perspective toward surfing the internet,3
1861,lsmdc3003_40_YEAR_OLD_VIRGIN-1186,2044,He throws another condom away. He,newspapers will diminish by time due to people 's perspective [MASK] surfing the internet for the worldwide news does not necessarily,newspapers will diminish by time due to people 's perspective ,gen,of surfing the internet for the worldwide news does not necessarily,towards surfing the internet for the worldwide news does not necessarily,in surfing the internet for the worldwide news does not necessarily,to surfing the internet for the worldwide news does not necessarily,1
1862,lsmdc3003_40_YEAR_OLD_VIRGIN-1186,2045,He blows into another condom. He,buried alive as they have their own experiences and influences [MASK] the modern society .,buried alive as they have their own experiences and influences ,gold,to the modern society .,of the modern society .,on the modern society .,in the modern society .,2
1863,lsmdc3003_40_YEAR_OLD_VIRGIN-1186,2042,He tosses the broken condom. He,to be true that the internet is an incredible aspect [MASK] globalisation even in daily news worldwide .,to be true that the internet is an incredible aspect ,gold,of globalisation even in daily news worldwide .,in globalisation even in daily news worldwide .,to globalisation even in daily news worldwide .,towards globalisation even in daily news worldwide .,3
1864,lsmdc3003_40_YEAR_OLD_VIRGIN-1186,2044,He throws another condom away. He,did n't belive that this place would be as amazing [MASK] she said .,did n't belive that this place would be as amazing ,gold,as she said .,to she said .,of she said .,in she said .,0
1865,lsmdc3003_40_YEAR_OLD_VIRGIN-1186,2044,He throws another condom away. He,twenty different ways and with all toppings you can think [MASK] .,twenty different ways and with all toppings you can think ,gen,to .,for .,in .,of .,3
1866,lsmdc3003_40_YEAR_OLD_VIRGIN-1186,2043,Grimacing he shakes his head. He,"wear something comfortable , take my bike and go away [MASK] the street alone with my thoughts and no one could","wear something comfortable , take my bike and go away ",gen,along the street alone with my thoughts and no one could,of the street alone with my thoughts and no one could,in the street alone with my thoughts and no one could,to the street alone with my thoughts and no one could,0
1867,anetv_cmM0li5O1t0,14428,"The man lets go, and grabs her jacket again. The man","'s actually so good and for those that are scared [MASK] thrillers , this movie is more like suspense and i",'s actually so good and for those that are scared ,gen,"in thrillers , this movie is more like suspense and i","for thrillers , this movie is more like suspense and i","to thrillers , this movie is more like suspense and i","of thrillers , this movie is more like suspense and i",3
1868,anetv_cmM0li5O1t0,14427,We see a man holding a child water skiing. The man,when facing a decision [MASK] whether to shop in a shopping center or in small,when facing a decision ,gen,of whether to shop in a shopping center or in small,about whether to shop in a shopping center or in small,in whether to shop in a shopping center or in small,to whether to shop in a shopping center or in small,1
1869,anetv_cmM0li5O1t0,14427,We see a man holding a child water skiing. The man,"the changes [MASK] television are evident , it could be because the society",the changes ,gold,"in television are evident , it could be because the society","to television are evident , it could be because the society","for television are evident , it could be because the society","of television are evident , it could be because the society",1
1870,anetv_cmM0li5O1t0,14426,We see a little girl water skiing. We,"old programmes , but some of them are still watched [MASK] a long number of people .","old programmes , but some of them are still watched ",gold,to a long number of people .,of a long number of people .,by a long number of people .,in a long number of people .,2
1871,anetv_cmM0li5O1t0,14429,The man points to the skis. The man lefts go and,"more accurate surgeries , emotional bond and increase [MASK] communication are examples of positive consequences .","more accurate surgeries , emotional bond and increase ",gold,in communication are examples of positive consequences .,for communication are examples of positive consequences .,of communication are examples of positive consequences .,to communication are examples of positive consequences .,0
1872,anetv_cmM0li5O1t0,14429,The man points to the skis. The man lefts go and,by the global warming and human are the unique guilty [MASK] this issue .,by the global warming and human are the unique guilty ,gen,for this issue .,in this issue .,of this issue .,to this issue .,0
1873,anetv_cmM0li5O1t0,14428,"The man lets go, and grabs her jacket again. The man","of private , we would reduce the greenhouse effect because [MASK] the co2 produced .","of private , we would reduce the greenhouse effect because ",gen,in the co2 produced .,of the co2 produced .,to the co2 produced .,by the co2 produced .,3
1874,anetv_ZoKode_Gexg,15056,"A woman is in a kitchen, wearing a dress and pregnant. She","sometimes , cities get rid of rubbish throwing it [MASK] the water .","sometimes , cities get rid of rubbish throwing it ",gen,into the water .,of the water .,to the water .,in the water .,0
1875,anetv_ZoKode_Gexg,15057,She is washing dishes in the sink and talking to the person with the camera. She,"last , i 'll propose a solution [MASK] a common and near problem .","last , i 'll propose a solution ",gold,in a common and near problem .,to a common and near problem .,for a common and near problem .,of a common and near problem .,1
1876,anetv_ZoKode_Gexg,15056,"A woman is in a kitchen, wearing a dress and pregnant. She","weather ir hot and wet , and we can drive [MASK] the river deeper in the wood and see the wild","weather ir hot and wet , and we can drive ",gold,to the river deeper in the wood and see the wild,of the river deeper in the wood and see the wild,for the river deeper in the wood and see the wild,in the river deeper in the wood and see the wild,0
1877,lsmdc3088_WHATS_YOUR_NUMBER-42025,895,"Lingering near the entrance, he flips through a catalog. Someone",english as a foregein language will make a huge impact [MASK] brazillians ' professional life to get a better position .,english as a foregein language will make a huge impact ,gold,of brazillians ' professional life to get a better position .,in brazillians ' professional life to get a better position .,on brazillians ' professional life to get a better position .,to brazillians ' professional life to get a better position .,2
1878,lsmdc3088_WHATS_YOUR_NUMBER-42025,895,"Lingering near the entrance, he flips through a catalog. Someone",only a few seconds separated her from the jump [MASK] the water .,only a few seconds separated her from the jump ,gen,in the water .,into the water .,to the water .,of the water .,1
1879,lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9867,6344,"They drag out a pudgy little man with sharp, pointed teeth. He","climbing for nine years now , and start with motocross [MASK] 2010 also i consider myself very nice with children and","climbing for nine years now , and start with motocross ",gold,of 2010 also i consider myself very nice with children and,to 2010 also i consider myself very nice with children and,for 2010 also i consider myself very nice with children and,in 2010 also i consider myself very nice with children and,3
1880,lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9867,6343,It runs across the piano. It,"it when i was young , but it is changed [MASK] i am getting older .","it when i was young , but it is changed ",gold,of i am getting older .,in i am getting older .,to i am getting older .,as i am getting older .,3
1881,anetv_PD9e9MVHEyU,8628,We see the title screen on white a lady sits in a chair talking. The lady,there are a lot of benefits [MASK] developing public transportation .,there are a lot of benefits ,gen,for developing public transportation .,in developing public transportation .,of developing public transportation .,to developing public transportation .,2
1882,anetv_PD9e9MVHEyU,8629,The lady starts painting on her hand. We,shared cost let the huge expense [MASK] developing and building the public system possible .,shared cost let the huge expense ,gold,for developing and building the public system possible .,to developing and building the public system possible .,of developing and building the public system possible .,in developing and building the public system possible .,2
1883,anetv_PD9e9MVHEyU,8629,The lady starts painting on her hand. We,"subways , dirty buses , and the difficulty / hussults [MASK] the public transportation transfer in your mind .","subways , dirty buses , and the difficulty / hussults ",gen,to the public transportation transfer in your mind .,for the public transportation transfer in your mind .,of the public transportation transfer in your mind .,in the public transportation transfer in your mind .,2
1884,anetv_PD9e9MVHEyU,8628,We see the title screen on white a lady sits in a chair talking. The lady,", she is 34 years old and she is married [MASK] david bustamente who is a popular and hadmesome singer in",", she is 34 years old and she is married ",gen,of david bustamente who is a popular and hadmesome singer in,for david bustamente who is a popular and hadmesome singer in,to david bustamente who is a popular and hadmesome singer in,in david bustamente who is a popular and hadmesome singer in,2
